Número do Processo,Localização Atual,Foro,Vara,Controle,Classe,Assunto,Distribuição,reu_preso,Relatório Final,Denúncia,Defesa Prévia,Razões de Apelação,Contrarrazões de Apelação,Sigilo,e-SAJ
1501819-10.2026.8.26.0446,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000293,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-04,True,2026-02-11,2026-02-11,2026-03-20,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00003850000&processo.numero=1501819-10.2026.8.26.0446
1500533-79.2026.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000154,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,2026-02-05,False,2026-02-06,2026-02-09,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XNN00000&processo.numero=1500533-79.2026.8.26.0451
1501742-98.2026.8.26.0446,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000601,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-12,False,2026-03-13,2026-03-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00003600000&processo.numero=1501742-98.2026.8.26.0446
1501761-07.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000431,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-15,False,2026-03-24,2026-03-24,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000036J0000&processo.numero=1501761-07.2026.8.26.0446
1501772-36.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000260,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-03,True,2026-02-10,2026-02-11,2026-04-10,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000036U0000&processo.numero=1501772-36.2026.8.26.0446
1501804-41.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000266,Ação Penal - Procedimento Ordinário,Furto,2026-03-09,True,2026-02-13,2026-02-19,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000037Q0000&processo.numero=1501804-41.2026.8.26.0446
1501643-31.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000313,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-19,False,2026-02-27,2026-03-01,2026-05-15,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00003360000&processo.numero=1501643-31.2026.8.26.0446
1501687-50.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000284,Ação Penal - Procedimento Ordinário,Roubo,2026-03-06,True,2026-02-11,2026-02-15,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000034E0000&processo.numero=1501687-50.2026.8.26.0446
1501551-53.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000170,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,2026-02-09,False,2026-02-05,2026-02-07,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000030J0000&processo.numero=1501551-53.2026.8.26.0446
1501566-22.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000343,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-25,False,2026-03-03,2026-03-05,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000030Y0000&processo.numero=1501566-22.2026.8.26.0446
1501567-07.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000626,Inquérito Policial,Adulteração de Sinal Identificador de Veículo Automotor,2026-05-25,False,2026-02-11,2026-04-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000030Z0000&processo.numero=1501567-07.2026.8.26.0446
1501569-74.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Juiz das Garantias - 4ª RAJ - Piracicaba,Vara Regional das Garantias da 4ª RAJ - Piracicaba,2026/002292,Inquérito Policial,Estelionato,2026-02-03,False,2026-03-26,2026-05-15,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00003110000&processo.numero=1501569-74.2026.8.26.0446
1501574-96.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000179,Ação Penal - Procedimento Ordinário,"Aquisição, Posse ou Armazenamento de Pornografia de Criança ou Adolescente",2026-02-12,True,2026-02-05,2026-02-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00003160000&processo.numero=1501574-96.2026.8.26.0446
1500253-52.2026.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000147,Ação Penal - Procedimento Sumário,Ameaça,2026-02-09,False,2026-02-04,2026-02-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JQR0000&processo.numero=1500253-52.2026.8.26.0599
1501404-27.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000270,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-26,True,2026-02-04,2026-02-06,2026-03-31,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002VS0000&processo.numero=1501404-27.2026.8.26.0446
1501416-41.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000348,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-19,False,2026-02-27,2026-03-02,2026-03-30,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002W40000&processo.numero=1501416-41.2026.8.26.0446
1501417-26.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000342,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-25,False,2026-02-27,2026-03-03,2026-04-06,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002W50000&processo.numero=1501417-26.2026.8.26.0446
1501421-63.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000336,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-25,False,2026-03-01,2026-03-03,2026-05-29,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002W90000&processo.numero=1501421-63.2026.8.26.0446
1500236-16.2026.8.26.0599,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000508,Ação Penal - Procedimento Sumário,Tráfico de Drogas e Condutas Afins,2026-04-24,True,2026-04-12,2026-04-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JQ50000&processo.numero=1500236-16.2026.8.26.0599
1500239-68.2026.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000263,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-02,True,2026-02-05,2026-02-13,2026-04-22,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JQD0000&processo.numero=1500239-68.2026.8.26.0599
1500416-88.2026.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000141,Ação Penal - Procedimento Sumário,Ameaça,2026-01-31,False,2026-01-31,2026-02-03,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XNAR0000&processo.numero=1500416-88.2026.8.26.0451
1500230-09.2026.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000281,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-10,False,2026-02-09,2026-02-18,2026-04-08,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JQ00000&processo.numero=1500230-09.2026.8.26.0599
1500391-75.2026.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000123,Ação Penal - Procedimento Ordinário,Desobediência,2026-01-30,False,2026-01-31,2026-02-04,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XN9Q0000&processo.numero=1500391-75.2026.8.26.0451
0001105-12.2026.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/001116,Ação Penal - Procedimento Ordinário,Furto Qualificado,2025-09-01,False,,2026-03-09,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XN5Q0000&processo.numero=0001105-12.2026.8.26.0451
1500221-47.2026.8.26.0599,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000121,Ação Penal - Procedimento Ordinário,Ameaça,2026-01-30,False,2026-01-30,2026-02-02,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JPR0000&processo.numero=1500221-47.2026.8.26.0599
1500336-27.2026.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000113,Ação Penal - Procedimento Sumário,Ameaça,2026-01-29,False,2026-04-11,2026-04-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XN4X0000&processo.numero=1500336-27.2026.8.26.0451
1501305-57.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000318,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-12,True,2026-03-04,2026-03-06,2026-05-15,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002T00000&processo.numero=1501305-57.2026.8.26.0446
1501313-34.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000308,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-18,False,2026-02-26,2026-02-27,2026-05-13,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002T80000&processo.numero=1501313-34.2026.8.26.0446
1501331-55.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000596,Ação Penal - Procedimento Ordinário,Receptação,2026-05-08,False,2026-02-10,2026-05-04,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002TQ0000&processo.numero=1501331-55.2026.8.26.0446
1501204-20.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000236,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-23,True,2026-02-02,2026-02-02,2026-04-27,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002PI0000&processo.numero=1501204-20.2026.8.26.0446
1501215-49.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000247,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-02,True,2026-02-23,2026-02-26,2026-03-24,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002Q10000&processo.numero=1501215-49.2026.8.26.0446
1501216-34.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000264,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-02,True,2026-02-25,2026-02-25,2026-03-20,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002Q20000&processo.numero=1501216-34.2026.8.26.0446
1501110-72.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000228,Ação Penal - Procedimento Ordinário,Furto,2026-02-24,False,2026-01-30,2026-01-30,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002MS0000&processo.numero=1501110-72.2026.8.26.0446
1501140-10.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000234,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-26,True,2026-02-09,2026-02-18,2026-03-12,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002NO0000&processo.numero=1501140-10.2026.8.26.0446
1501169-60.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000284,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-02,True,2026-02-26,2026-03-01,2026-03-23,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002OJ0000&processo.numero=1501169-60.2026.8.26.0446
1501174-82.2026.8.26.0446,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000452,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-11,False,2026-03-13,2026-03-20,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002OO0000&processo.numero=1501174-82.2026.8.26.0446
1501176-52.2026.8.26.0446,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000249,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-02-26,False,2026-02-04,2026-02-09,2026-05-07,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002OQ0000&processo.numero=1501176-52.2026.8.26.0446
1501180-89.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000138,Ação Penal - Procedimento Ordinário,Lesão Cometida em Razão da Condição de Mulher,2026-01-30,False,2026-01-29,2026-01-29,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002OU0000&processo.numero=1501180-89.2026.8.26.0446
1501084-74.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000231,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-26,True,2026-02-04,2026-02-05,2026-03-11,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002M20000&processo.numero=1501084-74.2026.8.26.0446
1500204-11.2026.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000248,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-27,True,2026-02-04,2026-02-09,2026-03-30,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JOZ0000&processo.numero=1500204-11.2026.8.26.0599
1500209-33.2026.8.26.0599,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000277,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-03-05,True,2026-02-10,2026-02-11,2026-03-30,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JP50000&processo.numero=1500209-33.2026.8.26.0599
1500190-27.2026.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000221,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-20,True,2026-02-02,2026-02-04,2026-03-23,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JOL0000&processo.numero=1500190-27.2026.8.26.0599
1501000-73.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000205,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-02-20,True,,2026-02-18,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002JI0000&processo.numero=1501000-73.2026.8.26.0446
1500909-80.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000187,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-20,True,2026-01-27,2026-01-28,2026-03-12,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002G20000&processo.numero=1500909-80.2026.8.26.0446
1500929-71.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000192,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-02-20,True,2026-01-28,2026-01-29,2026-04-10,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00002GN0000&processo.numero=1500929-71.2026.8.26.0446
